,reviews_raw,language,reviews
595,"Necessário rever planos de valorização das pessoas, que se perdeu com o tempo após fusão das marcas Sadia e Perdigão, também é necessário resgatar os valores que entregavam anteriormente aos clientes e que se perdeu",p,"It is necessary to review people\'s valuation plans, which have been lost over time after the merger of the Sadia and Perdig\303\243o brands, it is also necessary to redeem the values that were previously delivered to the clients and that were lost"
596,"Em Itajaí a ausência de loja com desconto para os quase 1.000 funcionários. Enquanto corporação, a ausência do cumprimento de regras assusta para o tamanho da empresa. Ainda tem um longo caminho para atingir um patamar genuinamente profissional.",p,"In Itaja\303\255 the absence of a discount store for the nearly 1,000 employees. As a corporation, the absence of rule compliance scares the size of the company. It still has a long way to reach a genuinely professional level."
597,"Poca comunicación entre la empresa (jefes, supervisores) y trabajadores externos (mucho mas cuando estas en una zona de poca rentabilidad para la empresa).",p,"Little communication between the company (bosses, supervisors) and external workers (much more when you are in an area of low profitability for the company)."
598,"nada relevante , ,",p,nothing relevant
599,"Falta de Treinamento, pouca gente na equipe, falta de planejamento ao dividir as equipes, pouca oportunidade de dr opiniões, baixa qualidade de vida no trabalho.",p,"Lack of training, few people in the team, lack of planning when dividing teams, little opportunity to dr opinions, low quality of life at work."
600,"Má adminstracao de recursos nos ultimos anos, levou à perca de muitas mentes importantes na cia, pouco incentivo educacional. Falta plano estrategico para escoamento de MP",p,"Poor administration of resources in recent years has led to the loss of many important minds in the country, little educational incentive. Strategic plan missing for MP disposal"
601,"Organização, empresa muito grande e esta em um periodo de crise portanto ainda existem muitos processos que precisam ser revisados e até mesmo estruturados.",p,"Organization, very large company and this in a period of crisis so there are still many processes that need to be reviewed and even structured."
602,Embora com perspectivas para crescimentos não retorna a seus funcionários Feedback de processos avaliativos. Salários de entrada na Cia defasados.,p,Although with prospects for growth does not return to its employees Feedback of evaluative processes. Incoming wages in the Cia lagged.
603,"Local de estacionamento com cobertura, mais educação com as pessoas de RH com os empregados da mesma. Mais cursos e extensão dentro e fora dela, mais visita ao local onde está trabalhando por exemplo: pessoas extra.",p,"Covered parking place, more education with HR people with employees of the same. More courses and extension inside and outside, plus visit to the place where you are working for example: extra people."
604,Baixa autonomia nos cargos gestão; Não existe plano de encarreiramento claro; Políticas comerciais sempre atrasadas; Grande instabilidade na alta cúpula,p,Low autonomy in management positions; There is no clear career plan; Trade policies always behind schedule; Great instability at the high dome
605,A empresa poderia dar um pouco mais de visibilidade dos próximos passos com uma estratégia mais robusta e definida integrada com todas as areas da empresa.,p,The company could give a little more visibility to the next steps with a more robust and defined strategy integrated with all areas of the company.
606,"Um atendimento médio na portaria, podem melhorar e muito ainda essa parte, e também falta um pouco de atenção com as pessoas que entram na empresa, só isso para mudar mesmo o resto está de bom tamanho!",p,"An average attendance at the concierge, can improve and still much this part, and also lack a little attention with the people that enter the company, only this to change even the rest is of good size!"
607,"Lack of culture, always in a rush, old minded directors - working hours is measured by quantity, not by quality",e,"Lack of culture, always in a rush, old minded directors - working hours is measured by quantity, not by quality"
608,disorganizedmostly bad managementnonexistent career plando not support employment development (courses)don't provide extra curricular activities.,p,disorganizedmostly bad managementnonexistent career plando not support employment development (courses) do not provide extra curricular activities.
